Iteration,Train Loss,Test Loss
276000.0,1.6258497,0.92740804
278000.0,1.2905359,1.3233875
280000.0,1.698095,1.3722159
282000.0,1.1732877,1.2714373
284000.0,1.112364,1.3682889
286000.0,1.4371483,1.2779877
288000.0,1.3618277,1.5106673
290000.0,1.2814198,1.3365663
292000.0,1.1418737,1.3257644
294000.0,1.202982,1.3484948
296000.0,1.2564901,1.4912384
298000.0,1.3902283,1.2757157
300000.0,1.2103342,1.1926867
302000.0,1.1898102,1.2661253
304000.0,1.1987084,1.2512662
306000.0,1.5817922,1.4945154
308000.0,1.2660955,1.5549395
310000.0,1.3519703,1.3035468
312000.0,1.2567395,1.3722188
314000.0,1.494908,1.3603463
316000.0,1.3934463,1.273456
318000.0,1.3499818,1.1248201
320000.0,1.4694145,1.1463877
322000.0,1.1968565,1.2310301
324000.0,1.3787601,1.0406783
326000.0,1.221598,1.4110773
328000.0,1.2633744,1.217175
330000.0,1.5975364,1.3750616
332000.0,1.3501626,1.5149853
334000.0,1.3981926,1.001173
336000.0,1.4088738,1.3450722
338000.0,1.1107687,1.3344257
340000.0,0.8772084,1.1623496
342000.0,1.1838211,1.2845979
344000.0,1.256318,1.1531184
346000.0,1.2847613,1.3075513
348000.0,1.22529,1.2662858
350000.0,1.2777631,0.9909536
352000.0,1.0559845,1.2604684
354000.0,1.1712108,1.6632922
356000.0,1.4614849,1.1751117
358000.0,1.0709966,1.256893
360000.0,1.0093861,1.3535264
362000.0,1.0795318,1.2471074
364000.0,1.2020262,1.2884166
366000.0,1.1063528,1.3680035
368000.0,1.096615,1.5129374
370000.0,1.3659388,1.1986737
372000.0,1.1083637,1.0267525
374000.0,1.124291,1.4398535
376000.0,1.0942405,1.2705247
378000.0,1.249643,1.2795871
380000.0,1.6191441,1.2808316
382000.0,1.3104647,1.2745662
384000.0,1.2934345,1.0963138
386000.0,1.2391342,1.4588529
388000.0,1.338937,1.1854013
390000.0,1.2115748,1.3636796
392000.0,1.3293513,1.0258669
394000.0,1.3293009,1.224289
396000.0,1.1101586,1.1970123
398000.0,1.0933176,1.0892725
400000.0,1.1733054,1.3846457
402000.0,1.0441996,1.219346
404000.0,0.89788723,1.1234062
406000.0,1.1173118,1.234098
408000.0,1.176907,1.2885115
410000.0,1.1169751,1.112289
412000.0,1.5219481,1.0687813
414000.0,1.3577207,1.6677706
416000.0,1.4034027,1.4412262
418000.0,1.2456548,1.0631092
420000.0,1.1971132,1.2291673
422000.0,0.86987,1.0756649
424000.0,1.2686491,1.38206
426000.0,1.1591176,1.2015444
428000.0,1.2860428,1.4391211
430000.0,1.1799519,1.1484655
432000.0,1.3310354,1.1232595
434000.0,1.1850805,1.3204213
436000.0,1.4573022,1.2261037
438000.0,1.1448712,1.6069313
440000.0,0.9567799,1.2199663
442000.0,1.1347339,0.89994425
444000.0,1.2286656,1.1520482
446000.0,1.430294,1.328105
448000.0,1.2742102,1.3554493
450000.0,1.1893038,1.0260311
452000.0,1.267591,1.1084508
454000.0,1.1376425,1.2204304
456000.0,0.9940836,1.0816393
458000.0,1.2141012,1.3655266
460000.0,1.0342685,1.1693256
462000.0,0.97442,0.9898934
464000.0,1.2454025,1.1983045
466000.0,1.169056,1.3642958
468000.0,1.3109378,1.228522
470000.0,1.3009187,1.1518613
472000.0,1.3776457,1.2643942
474000.0,1.09101,1.342428
476000.0,1.1813847,1.3425587
478000.0,1.0784258,1.0897028
480000.0,1.3157362,1.3146136
482000.0,1.3395851,1.0858763
484000.0,1.2394888,1.0334603
486000.0,1.0630032,0.9976451
488000.0,1.086317,1.0986578
490000.0,1.2107425,1.2167816
492000.0,1.1784172,1.3645281
494000.0,0.8273794,1.4201956
496000.0,1.1966363,1.1155773
498000.0,1.4932578,0.99590397
500000.0,1.3740101,1.1012095
502000.0,1.0646082,1.1685358
504000.0,1.0418695,1.1366885
506000.0,1.2349068,1.3151081
508000.0,1.2807146,1.1052858
510000.0,1.0303547,1.4113357
512000.0,0.9194693,1.2976061
514000.0,0.95569575,1.0541881
516000.0,1.2959722,1.4475006
518000.0,1.3881545,1.2055534
520000.0,1.184768,1.0875796
522000.0,1.2072413,1.1259991
524000.0,0.93170834,1.1139153
526000.0,0.99485177,1.2092413
528000.0,1.2279406,1.2747672
530000.0,1.1181309,1.4650856
532000.0,1.119132,1.400173
534000.0,1.381196,1.0767797
536000.0,1.476334,1.0666611
538000.0,1.0241305,0.9808542
540000.0,1.1237893,1.1061201
542000.0,1.1984333,1.0176954
544000.0,1.2526835,0.9764816
546000.0,1.2998501,0.99832386
548000.0,1.0950089,1.0899396
550000.0,0.67545235,1.2196803
552000.0,0.9633552,1.346477
554000.0,1.1817375,1.0449923
556000.0,1.2980515,1.1886553
558000.0,1.1592454,1.0118818
560000.0,1.2009909,1.1560717
562000.0,1.288018,1.4184711
564000.0,1.2096761,1.0300411
566000.0,1.1136507,1.1772385
568000.0,1.2565492,1.1499554
570000.0,1.3912485,0.9093119
572000.0,1.1870278,1.0471102
574000.0,1.4220122,0.8814064
576000.0,1.3924354,1.2818514
578000.0,1.2288496,1.1937085
580000.0,1.2603899,1.1272081
582000.0,1.0714808,1.2601279
584000.0,1.1827956,1.1272377
586000.0,1.2129048,1.1405585
588000.0,1.1546701,0.9213047
590000.0,1.1428554,0.9289986
592000.0,1.3134673,1.1512003
594000.0,1.0988573,1.0501816
596000.0,1.1130136,1.2477807
598000.0,1.1483853,1.2953625
600000.0,1.1490881,1.3811892
602000.0,0.9125475,1.1221219
604000.0,1.3558217,1.0110344
606000.0,1.1090182,1.0384629
608000.0,1.1709473,1.209876
610000.0,1.2565573,1.2949322
612000.0,1.1305234,1.28763
614000.0,1.162323,1.1596073
616000.0,1.0760944,1.1170685
618000.0,1.1711158,1.0293301
620000.0,1.5109642,1.1126212
622000.0,0.9673125,1.0708443
624000.0,1.0678726,1.2305744
626000.0,1.2412151,1.2239722
628000.0,1.1630037,1.4648999
630000.0,1.3768281,0.9705779
632000.0,1.1068454,1.3123245
634000.0,1.1333791,1.002531
636000.0,1.5611486,1.0623773
638000.0,1.0456154,1.0723771
640000.0,0.94692373,1.2404364
642000.0,1.0127624,1.2222756
644000.0,1.2251242,1.2048116
646000.0,1.0166545,0.89536935
648000.0,1.1678995,0.8779851
650000.0,1.1137781,1.3471878
652000.0,1.1261793,0.9714753
654000.0,0.973257,1.2418092
656000.0,1.1687837,1.1302614
658000.0,1.0267884,1.21629
660000.0,1.2234956,1.4401057
662000.0,1.2480295,0.98635906
664000.0,1.0015482,1.052733
666000.0,1.1014322,1.1472176
668000.0,0.90220165,1.0725863
670000.0,1.1886677,1.0968112
672000.0,1.3395029,1.4204522
674000.0,1.0150126,0.9317152
676000.0,1.2317919,1.1307101
678000.0,1.1538532,1.0232195
680000.0,1.0018244,1.1583002
682000.0,0.9904739,1.1548533
684000.0,1.0655196,1.1922178
686000.0,1.1528233,1.1655453
688000.0,0.7902537,1.1909297
690000.0,1.1029911,1.1520884
692000.0,1.0994385,1.0252794
694000.0,1.1123397,1.0110343
696000.0,1.0661713,1.0923758
698000.0,1.1983136,1.0335333
700000.0,1.1889447,1.0582154
702000.0,1.1234087,1.1448998
704000.0,0.94339985,1.5331361
706000.0,1.0436138,1.0592326
708000.0,1.0053065,1.1842414
710000.0,1.375513,1.0895246
712000.0,1.0541223,1.293785
714000.0,0.94651145,1.2927717
716000.0,1.1196474,1.2844626
718000.0,1.1416739,1.3154364
720000.0,1.0860963,1.2427564
722000.0,1.1779728,1.1937833
724000.0,1.1247525,1.1256465
726000.0,1.0559174,1.1689368
728000.0,0.71887004,1.1710466
730000.0,0.969655,1.1567583
732000.0,1.2616429,0.9360657
734000.0,0.8878256,1.0801966
736000.0,0.81030476,0.96059144
738000.0,1.0021511,1.1121086
740000.0,1.032195,1.041221
742000.0,1.0523096,0.9139728
744000.0,0.8960401,1.0532973
746000.0,1.2957907,1.0543356
748000.0,0.9790334,0.99561805
750000.0,1.2144552,1.2441163
752000.0,0.97880167,0.95995474
754000.0,1.1101058,1.1251931
756000.0,0.8753416,1.109405
758000.0,0.91091865,1.1311492
760000.0,0.9945631,1.2358181
762000.0,1.1753224,1.0872067
764000.0,1.1764902,1.0824884
766000.0,1.1253585,1.0109538
768000.0,0.99327165,1.1649675
770000.0,1.2450261,1.2539386
772000.0,0.9025841,0.90293163
774000.0,0.92672485,1.0812677
776000.0,0.9467377,1.2754186
778000.0,1.0937554,1.163987
780000.0,1.0760425,1.0306882
782000.0,0.9282231,1.2778025
784000.0,1.0879331,1.2022623
786000.0,0.97714806,0.9465403
788000.0,0.9853201,0.9283633
790000.0,1.2464895,1.1421325
792000.0,0.9724083,1.2300847
794000.0,0.8779251,1.0944389
796000.0,0.9799919,1.093257
798000.0,1.0510037,0.99951917
800000.0,1.375291,0.98658484
802000.0,1.0540813,1.1239251
804000.0,1.1147627,1.1190062
806000.0,0.96751434,0.89782983
808000.0,1.0939344,1.1131458
810000.0,1.218893,1.0809913
812000.0,0.8173718,1.0241766
814000.0,1.0916209,1.1957878
816000.0,0.9734864,1.3403345
818000.0,0.9568438,1.1841586
820000.0,0.9449522,0.76197296
822000.0,0.7750141,1.0687469
824000.0,1.1262257,0.94412977
826000.0,0.8285387,1.1613787
828000.0,1.278954,1.0803398
830000.0,1.0878191,1.0193386
832000.0,1.0989674,1.1705707
834000.0,0.96321243,1.0131731
836000.0,0.7657615,1.0772047
838000.0,1.249555,1.0669183
840000.0,1.0538632,1.0055512
842000.0,0.9742142,0.9569893
844000.0,0.821684,1.3080053
846000.0,1.2573032,1.0898157
848000.0,1.2776691,1.0239027
850000.0,1.1111283,0.9547806
852000.0,1.1655358,1.2206135
854000.0,0.9002884,1.3072952
856000.0,1.405553,1.0757836
858000.0,1.0673621,0.99457806
860000.0,0.96857244,1.0650872
862000.0,0.9276253,1.336153
864000.0,0.98412114,1.0212628
866000.0,0.93188953,1.1467237
868000.0,1.0660626,1.0375298
870000.0,0.90116674,0.99241346
872000.0,0.98610127,1.2389454
874000.0,1.2196273,0.6968329
876000.0,0.769759,1.3038305
878000.0,0.9206562,1.0925404
880000.0,0.9173452,0.97694427
882000.0,1.1247923,1.0187771
884000.0,0.9307253,0.9920306
886000.0,1.02453,1.2320544
888000.0,0.9528505,0.90387815
890000.0,0.92567635,1.0658852
892000.0,0.91908836,1.1593056
894000.0,0.8915203,1.1286039
896000.0,0.8528145,0.9307439
898000.0,1.0331492,0.8706686
900000.0,1.0100851,0.958579
902000.0,0.9820444,1.0309117
904000.0,0.93561804,1.2025343
906000.0,0.9351819,0.9470712
908000.0,1.3444157,1.0464522
910000.0,0.8579981,1.0112228
912000.0,1.0165356,1.3938017
914000.0,0.9595478,1.0448971
916000.0,0.8309061,1.2454563
918000.0,1.0561613,1.0304005
920000.0,1.0778474,0.902034
922000.0,1.1472472,1.1764145
924000.0,1.0487626,0.9927153
926000.0,0.9728842,1.0520563
928000.0,1.0606161,1.2010791
930000.0,1.0523671,1.064338
932000.0,1.0696982,0.9329325
934000.0,0.89337295,1.0640558
936000.0,1.0013609,0.71941084
938000.0,1.1162509,1.0985075
940000.0,1.0021805,1.1683964
942000.0,1.1080059,1.0009145
944000.0,1.0717367,0.9517996
946000.0,1.1863979,0.7982203
948000.0,0.9346083,0.8966694
950000.0,0.9438124,1.2902845
952000.0,0.96567774,0.8232948
954000.0,0.92187995,1.1603042
956000.0,1.0888013,0.9891319
958000.0,1.0576718,1.2493349
960000.0,0.95967925,1.297153
962000.0,0.9774155,0.9952918
964000.0,1.0272907,1.003869
966000.0,1.125016,0.8873173
968000.0,1.3029851,1.287436
970000.0,1.0382121,0.96474105
972000.0,0.81871575,0.98761874
974000.0,1.4717566,0.97941667
976000.0,0.8774685,0.89591897
978000.0,1.0604814,1.0418018
980000.0,0.9866744,1.285929
982000.0,0.8747469,1.1333388
984000.0,0.8477842,1.0740811
986000.0,0.8433949,0.8400674
988000.0,0.9758026,0.85638696
990000.0,0.9601828,1.0938559
992000.0,0.82306975,0.81920224
994000.0,0.9066187,0.9347281
996000.0,1.2070563,0.92715114
998000.0,1.100861,0.9580458
1000000.0,0.67557174,1.074214
1002000.0,0.93177336,0.98827916
1004000.0,1.1183747,1.0028546
1006000.0,1.2325696,1.0348446
1008000.0,1.1110786,0.7769483
1010000.0,1.0261307,0.9333415
1012000.0,0.927848,1.0523448
1014000.0,1.0568544,1.0156981
1016000.0,0.87172836,1.1018268
1018000.0,0.9575617,1.0933547
1020000.0,1.1437923,0.93508244
1022000.0,0.92168725,1.1058857
1024000.0,1.0833957,1.213246
1026000.0,0.9551584,1.0351439
1028000.0,0.8801138,1.0035721
1030000.0,1.0032786,1.1276667
1032000.0,0.98708194,1.404127
1034000.0,1.1043996,0.9231548
1036000.0,1.0695218,1.1146203
1038000.0,1.0381832,0.9984946
1040000.0,0.96174014,0.99913263
1042000.0,0.88009876,1.0632569
1044000.0,0.78427535,1.0420766
1046000.0,0.9625112,0.78453255
1048000.0,1.0098429,0.99451447
1050000.0,0.8173429,1.0117075
1052000.0,1.0986221,0.98542017
1054000.0,0.95002574,0.9015619
1056000.0,0.9691896,0.88202804
1058000.0,0.8637129,0.84528315
1060000.0,0.9359558,1.100725
1062000.0,0.90507454,1.0552765
1064000.0,0.905785,0.93864006
1066000.0,0.9803463,0.9759887
1068000.0,0.84432566,1.1260041
1070000.0,0.8459077,0.802849
1072000.0,1.2175666,1.0616616
1074000.0,1.0841061,1.2202648
1076000.0,1.3539208,1.1691607
1078000.0,1.0422632,0.9319704
1080000.0,0.8931252,1.0892276
1082000.0,0.7612901,1.2296332
1084000.0,0.93025684,1.1177831
1086000.0,1.1702403,0.8676422
1088000.0,1.1167578,0.8796622
1090000.0,1.0049918,1.1525437
1092000.0,0.8438472,0.9316481
1094000.0,1.0595001,1.0983021
1096000.0,1.1753893,0.9292204
1098000.0,0.67265624,1.1028241
1100000.0,1.0409365,0.9071414
1102000.0,0.9355647,0.97521085
1104000.0,1.0121152,1.3176649
1106000.0,0.9136068,0.88465023
1108000.0,0.99101394,1.059551
1110000.0,0.92105687,1.1425327
1112000.0,0.9854733,1.0251915
1114000.0,1.238593,1.0224258
1116000.0,0.8872094,1.2229546
1118000.0,0.98706704,1.100588
1120000.0,1.0774431,1.0713152
1122000.0,0.8535275,0.8920172
1124000.0,1.1441697,0.9431285
1126000.0,1.0617417,1.1573342
1128000.0,0.8915737,1.0969858
1130000.0,0.85155594,0.90596026
1132000.0,0.8910298,1.1045736
1134000.0,1.0657467,1.0747293
1136000.0,1.2527461,0.90545
1138000.0,0.9842827,0.88084346
1140000.0,0.9344558,1.0560768
1142000.0,0.84670657,1.0622379
1144000.0,1.2034166,1.3069651
1146000.0,0.8931923,0.87692136
1148000.0,0.82108825,1.1336615
1150000.0,0.89874834,1.1340915
1152000.0,0.8159999,0.9841499
1154000.0,0.8247902,1.0075086
1156000.0,1.1881719,1.0105145
1158000.0,0.98976195,0.9626026
1160000.0,1.0116911,0.95796585
1162000.0,0.93015367,0.63965386
1164000.0,0.9681134,1.1171112
1166000.0,1.267944,0.886755
1168000.0,1.0430943,0.977096
1170000.0,0.9129217,1.0240958
1172000.0,0.8051993,0.98736304
1174000.0,1.0266278,0.9746384
1176000.0,1.1002928,0.96272844
1178000.0,0.94888276,0.9358363
1180000.0,1.0688158,1.1022371
1182000.0,0.95340836,1.0648265
1184000.0,0.9521292,0.9774734
1186000.0,0.92981094,1.3185818
1188000.0,1.0232891,1.0206823
1190000.0,0.9035592,1.3127803
1192000.0,1.1590055,0.7696998
1194000.0,1.2546936,0.97528344
1196000.0,0.965893,1.0531911
1198000.0,0.97186023,0.89291924
1200000.0,0.9196337,0.8270361
1202000.0,0.93249077,1.0744132
1204000.0,0.97512835,1.1402731
1206000.0,0.9413867,1.2703518
1208000.0,0.83610165,0.82315123
1210000.0,1.065493,1.0061356
1212000.0,0.82228786,1.2586092
1214000.0,1.1381296,1.2854112
1216000.0,0.8049437,0.96809816
1218000.0,0.77861303,1.1448689
1220000.0,0.9205104,0.8945429
1222000.0,1.0360726,1.0808386
1224000.0,0.83747953,1.0566547
1226000.0,1.2155882,0.89917946
1228000.0,0.9850546,1.2084402
1230000.0,0.8495712,1.1377071
1232000.0,0.9742815,1.0100654
1234000.0,1.0199741,0.9480972
1236000.0,1.2128787,0.97822344
1238000.0,0.98932517,1.1825968
1240000.0,0.8752157,0.8572173
1242000.0,0.9388237,1.1777886
1244000.0,1.0936166,0.99033946
1246000.0,0.8027614,0.9650998
1248000.0,0.60408956,1.0812382
1250000.0,0.9634929,1.0195742
1252000.0,1.0642446,0.8397609
1254000.0,1.0578142,0.8589034
1256000.0,1.0056025,1.1833364
1258000.0,1.0710497,1.0807179
1260000.0,0.84465677,0.9452057
1262000.0,1.0013659,1.2318825
1264000.0,1.06575,1.0456522
1266000.0,0.71244603,0.7593891
1268000.0,0.96111697,0.9110652
1270000.0,1.0069846,1.0166705
1272000.0,0.8625429,0.76423424
1274000.0,0.7767932,0.9535599
1276000.0,1.1163495,0.94940805
1278000.0,0.95117044,0.905122
1280000.0,0.80545247,0.84278005
1282000.0,0.9482954,1.085532
1284000.0,0.73798615,0.8925786
1286000.0,0.76501083,0.9821555
1288000.0,0.81328166,1.017656
1290000.0,0.92713845,1.051725
1292000.0,1.0636666,0.9471394
1294000.0,0.8875977,0.90114975
1296000.0,0.82192534,0.8390317
1298000.0,0.9654154,1.2593335
1300000.0,0.7227317,0.9742443
1302000.0,0.8059725,0.8511359
1304000.0,0.9865967,1.0059284
1306000.0,0.89998335,0.96941197
1308000.0,0.89297694,1.2090368
1310000.0,0.9494797,1.3533716
1312000.0,0.95832026,0.9194477
1314000.0,1.0416409,1.0839332
1316000.0,0.91942644,0.93871254
1318000.0,0.8668833,1.0947474
1320000.0,0.9075023,0.83578634
1322000.0,0.9570969,0.6949443
1324000.0,1.0114557,1.185975
1326000.0,0.92843723,1.1105455
1328000.0,0.9604086,0.8614365
1330000.0,0.86592656,0.9499456
1332000.0,1.1254448,1.0961899
1334000.0,0.9524979,1.0191311
1336000.0,0.8876361,1.0167036
1338000.0,0.7999021,1.1735576
1340000.0,0.82975924,1.0506661
1342000.0,0.8487507,1.1248127
1344000.0,0.8579785,1.0159384
1346000.0,0.94643784,1.0874332
1348000.0,0.85631007,0.8728675
1350000.0,0.8588549,1.0739235
1352000.0,1.0045856,0.9964773
1354000.0,0.7612943,0.97117263
1356000.0,0.82313836,0.7880644
1358000.0,0.8737491,1.0522138
1360000.0,0.74344844,1.095198
1362000.0,1.0374491,1.0220361
1364000.0,0.8129077,0.72957486
1366000.0,0.9880034,0.9865759
1368000.0,1.2049506,0.94075626
1370000.0,0.96537095,0.8694901
1372000.0,0.97047377,0.92110264
1374000.0,0.82829505,0.80572015
1376000.0,0.8409848,1.0070757
1378000.0,0.8818907,0.8099106
1380000.0,1.0026029,1.0074542
1382000.0,0.9256609,1.2628486
1384000.0,0.7603547,1.171543
1386000.0,0.8399891,1.0233167
1388000.0,0.8434593,0.87623847
1390000.0,0.97263926,0.9093124
1392000.0,0.9481598,0.892844
1394000.0,0.86481076,0.8383562
1396000.0,0.8582184,0.86666644
1398000.0,0.9173706,1.0705932
1400000.0,0.8538866,1.0047129
1402000.0,0.98855287,1.0542549
1404000.0,0.9687352,0.8041839
1406000.0,0.8727625,0.94945765
1408000.0,0.8168201,0.89904433
1410000.0,1.0475051,1.0256621
1412000.0,0.90690655,1.2205662
1414000.0,1.0551213,0.9217743
1416000.0,1.1293648,0.9480444
1418000.0,0.7943371,0.92082274
1420000.0,1.0496387,0.88965446
1422000.0,1.1099576,0.99543697
1424000.0,1.2325677,0.8536707
1426000.0,0.91368574,0.9811708
1428000.0,0.9629161,1.0610765
1430000.0,0.8843466,0.88812125
1432000.0,0.97688335,0.9087345
1434000.0,0.9023591,0.95968103
1436000.0,1.0059744,1.1200943
1438000.0,0.98729515,0.87861055
1440000.0,0.96175337,0.8707575
1442000.0,1.0389658,0.95257777
1444000.0,0.94837743,0.89127773
1446000.0,1.0061234,1.0717961
1448000.0,1.0310019,0.84259653
1450000.0,1.0068024,1.0704306
1452000.0,0.96060956,0.8630411
1454000.0,1.2416166,0.9634434
1456000.0,1.2676781,0.73468745
1458000.0,0.95185006,0.9523411
1460000.0,0.7093862,1.2017657
1462000.0,0.9458477,1.0527416
1464000.0,0.9598196,0.8862688
1466000.0,0.75315887,0.9846708
1468000.0,0.6856184,0.9456345
1470000.0,0.9276914,1.2752913
1472000.0,0.83695185,1.120026
1474000.0,1.0144721,1.0815948
1476000.0,1.0133791,1.3472428
1478000.0,1.2304839,1.154939
1480000.0,1.0167118,1.0105729
1482000.0,0.7184004,1.0078955
1484000.0,1.069164,1.1498517
1486000.0,0.9897892,0.85146284
1488000.0,0.9975317,0.965
1490000.0,1.0849472,0.7763074
1492000.0,0.8543935,0.87086385
1494000.0,1.05066,0.9531557
1496000.0,0.9075289,0.8206118
1498000.0,0.8379753,1.0284827
1500000.0,0.7674483,0.844528
1502000.0,0.8052851,1.0663303
1504000.0,1.3219204,0.8936144
1506000.0,1.096232,1.158296
1508000.0,0.8981949,1.1711677
1510000.0,0.7979911,0.9243496
1512000.0,1.0827824,0.90167964
1514000.0,0.8446069,0.8814276
1516000.0,0.89295095,1.1550316
1518000.0,0.87178147,0.93912375
1520000.0,1.0396397,1.1250881
1522000.0,0.88978165,0.89102715
1524000.0,0.968447,1.030388
1526000.0,0.82966083,0.99183387
1528000.0,1.0143036,1.1537852
1530000.0,0.7572445,0.98269314
1532000.0,1.0337411,0.94496745
1534000.0,0.99054575,0.897308
1536000.0,0.7148809,1.0398247
1538000.0,0.81898135,1.15373
1540000.0,1.1443646,0.9589452
1542000.0,0.8343603,0.8821637
1544000.0,0.754751,1.1309284
1546000.0,1.0087663,0.9034335
1548000.0,1.0523523,0.91308373
1550000.0,0.87272644,0.8794212
1552000.0,0.88920623,0.9543964
1554000.0,1.1040841,0.82764834
1556000.0,0.75505376,1.2216356
1558000.0,0.8175308,0.9924528
1560000.0,0.9015445,0.8109418
1562000.0,0.694163,1.1609601
1564000.0,0.9704159,0.853738
1566000.0,1.0527725,0.89041513
1568000.0,0.878732,1.1252879
1570000.0,0.9040438,0.83864635
1572000.0,0.90310556,0.88643783
1574000.0,0.8626315,0.9266204
1576000.0,1.058829,0.8984119
1578000.0,0.83167547,0.8317528
1580000.0,0.889616,1.1549684
1582000.0,0.9378538,1.0647402
1584000.0,1.0451403,1.0342034
1586000.0,0.85638773,1.1476625
1588000.0,0.69116306,0.8731327
1590000.0,0.8088587,0.9051337
1592000.0,0.9916622,0.96060735
1594000.0,0.8159418,1.1695006
1596000.0,0.98931116,0.8403164
1598000.0,0.9920748,0.89247894
1600000.0,0.6339029,0.9735323
1602000.0,1.0411224,0.9792122
1604000.0,0.75527793,0.8260092
1606000.0,0.7360999,0.9394617
1608000.0,0.71225137,0.83995914
1610000.0,0.70712626,1.0218449
1612000.0,0.76528907,0.81864816
1614000.0,1.1827898,0.9296934
1616000.0,0.7355611,0.9094907
1618000.0,0.89439136,1.2175263
1620000.0,1.0990524,0.8644783
1622000.0,1.1267378,0.9083169
