Iteration,Train Loss,Test Loss
1624000.0,0.8836765,0.96437496
1626000.0,0.9731049,0.77243525
1628000.0,1.0758556,0.9710957
1630000.0,0.7964946,0.7927038
1632000.0,1.021954,0.6285133
1634000.0,0.8141721,0.97307056
1636000.0,0.7871621,0.91769487
1638000.0,0.9541058,0.8222522
1640000.0,1.0224122,0.93610233
1642000.0,0.74607724,0.88276213
1644000.0,1.0425442,1.0532261
1646000.0,1.0515921,0.84007376
1648000.0,0.92801905,1.0192622
1650000.0,0.8600132,0.845368
1652000.0,1.3177712,0.88990635
1654000.0,0.92190135,0.9057603
1656000.0,1.0187486,0.75017226
1658000.0,0.9221336,1.051733
1660000.0,0.9382057,1.1236076
1662000.0,0.9489059,0.8330659
1664000.0,1.0293843,0.90623516
1666000.0,1.0196571,0.932724
1668000.0,0.9522118,1.0772886
1670000.0,0.803891,1.077916
1672000.0,0.71016616,0.9028425
1674000.0,0.87813234,0.79295033
1676000.0,0.9401185,0.95420885
1678000.0,0.98307765,0.90916294
1680000.0,0.83901614,1.0594279
1682000.0,0.7896376,1.1086301
1684000.0,0.80549616,0.8173798
1686000.0,0.92930263,1.0294178
1688000.0,0.81832504,0.8734705
1690000.0,0.98022985,0.81018275
1692000.0,0.99673027,0.78993195
1694000.0,0.67956513,1.0056937
1696000.0,0.9054433,1.0053238
1698000.0,0.7983245,0.950861
1700000.0,0.8928463,0.9144171
1702000.0,0.9495044,0.9064619
1704000.0,0.85670424,0.75865155
1706000.0,0.815659,1.0619986
1708000.0,1.0717096,0.8679432
1710000.0,0.9122124,0.73402923
1712000.0,0.85040516,0.90132153
1714000.0,0.90940267,0.75394166
1716000.0,0.9543907,1.1554712
1718000.0,1.0746291,0.9273658
1720000.0,0.72402275,0.9269636
1722000.0,0.8451334,1.1423784
1724000.0,1.0398438,0.8947755
1726000.0,0.91120017,1.2226721
1728000.0,1.0299474,0.9383095
1730000.0,0.7544214,1.0281731
1732000.0,0.7307014,1.0083076
1734000.0,0.82916945,0.9017071
1736000.0,0.824576,0.9620512
1738000.0,1.0127206,1.068074
1740000.0,0.8960247,1.1372288
1742000.0,0.97795385,1.0527273
1744000.0,0.66048044,1.0673908
1746000.0,0.9293646,1.062739
1748000.0,0.8816306,1.058163
1750000.0,1.0765871,1.0533514
1752000.0,0.9304143,0.9899626
1754000.0,0.79987967,0.99431
1756000.0,1.261278,0.8584701
1758000.0,1.092072,1.0360736
1760000.0,0.8109171,1.121532
1762000.0,0.86565703,0.8535458
1764000.0,0.90572566,0.9054357
1766000.0,0.86942226,0.8627831
1768000.0,1.0420139,1.1841698
1770000.0,0.78846616,0.94846535
1772000.0,0.79447156,1.1059035
1774000.0,0.9726774,0.8306381
1776000.0,1.0129026,1.0060506
1778000.0,0.90645134,0.79678696
1780000.0,0.9447102,1.1222235
1782000.0,0.94286025,0.69441205
1784000.0,0.9167631,0.87766993
1786000.0,0.8627594,0.952274
1788000.0,1.026133,0.93736327
1790000.0,0.7530123,0.963109
1792000.0,0.7609602,1.125339
1794000.0,0.74089116,1.0568079
1796000.0,1.0191295,0.87312585
1798000.0,0.8818118,1.0130891
1800000.0,0.8593815,0.7288298
1802000.0,1.2188834,0.60249126
1804000.0,0.7712865,1.0123472
1806000.0,1.0015076,0.8493134
1808000.0,1.0189044,1.0512804
1810000.0,0.9124733,0.8202114
1812000.0,0.8327093,1.0331115
1814000.0,0.8905795,1.0062767
1816000.0,0.8887122,0.7973841
1818000.0,0.9231803,0.9295317
1820000.0,1.0627679,1.0914265
1822000.0,1.0670528,1.1461699
1824000.0,0.796785,1.0660927
1826000.0,0.96174717,0.9318922
1828000.0,1.1332911,1.1253928
1830000.0,0.9835082,0.91068286
1832000.0,0.96129143,0.9549702
1834000.0,0.83894205,0.98036873
1836000.0,0.7602809,0.86604404
1838000.0,0.89432114,1.107602
1840000.0,0.91310835,1.1581081
1842000.0,0.85833055,1.0166762
1844000.0,0.9372694,0.8470297
1846000.0,0.991765,0.9667681
1848000.0,0.64810795,1.0672258
1850000.0,0.8494881,0.9783389
1852000.0,0.9912691,0.682692
1854000.0,0.95445937,0.8019854
1856000.0,0.8211342,0.8279454
1858000.0,0.8369776,0.76299256
1860000.0,0.75086594,0.88418275
1862000.0,0.9151692,1.1842186
1864000.0,1.1506636,0.7044894
1866000.0,0.91109353,0.8766467
1868000.0,0.7404194,0.89550257
1870000.0,0.7474637,0.8857217
1872000.0,0.7855093,1.1267008
1874000.0,0.62564147,0.9422824
1876000.0,0.7722527,0.9782438
1878000.0,0.9150643,0.7674589
1880000.0,1.0259794,0.9499354
1882000.0,0.8250584,1.0026914
1884000.0,0.77249044,1.1486274
1886000.0,0.7946202,0.9406868
1888000.0,0.86920017,0.8521307
1890000.0,0.8828088,0.9718788
1892000.0,0.94552463,0.98499966
1894000.0,0.74807584,0.9282555
1896000.0,0.89156115,0.99944633
1898000.0,0.6852855,0.8936042
1900000.0,0.98942965,0.94583225
1902000.0,0.85594624,1.0611941
1904000.0,0.948184,1.1077064
1906000.0,1.1023248,0.81708163
1908000.0,0.88128394,0.91692203
1910000.0,0.9180813,0.8886846
1912000.0,0.908017,0.96194565
1914000.0,0.8814489,0.86193293
1916000.0,0.77305996,0.964269
1918000.0,0.78909653,0.85299534
1920000.0,0.9176691,1.0837467
1922000.0,0.8805367,0.9293691
1924000.0,0.70817053,0.98471373
1926000.0,0.80355704,0.8522957
1928000.0,0.81180537,0.79715604
1930000.0,1.0027903,0.8312093
1932000.0,0.68249947,0.9154832
1934000.0,0.89941496,0.8881095
1936000.0,0.81772596,1.0776373
1938000.0,0.8486149,0.91266537
1940000.0,0.9724932,1.286299
1942000.0,0.8811369,1.0191177
1944000.0,0.97455865,0.9654333
1946000.0,1.0014089,1.029568
1948000.0,0.889057,0.8610968
1950000.0,0.85590565,1.0241207
1952000.0,0.79426694,0.9617061
1954000.0,0.89904135,0.9132826
1956000.0,0.83641285,0.9098944
1958000.0,0.88783866,0.759399
1960000.0,0.66755766,0.8290906
1962000.0,0.7711964,0.91359156
1964000.0,0.8825178,0.980411
1966000.0,0.78164643,0.9753432
1968000.0,0.96705353,0.8627102
1970000.0,0.83100814,0.8630991
1972000.0,0.86725104,0.96380246
1974000.0,0.92151606,1.0301932
1976000.0,0.99779415,1.0047475
1978000.0,0.94357234,0.9570877
1980000.0,0.9799766,1.0708389
1982000.0,0.7474195,0.9677359
1984000.0,0.757997,0.96690446
1986000.0,0.9615847,0.8387222
1988000.0,0.97379315,0.8235178
1990000.0,0.8813078,1.0479773
1992000.0,0.812262,0.9972637
1994000.0,0.9872114,0.9132008
1996000.0,0.94318306,1.1804246
1998000.0,0.7799192,1.0017103
2000000.0,0.8244753,1.1604646
