Iteration,Train Loss,Test Loss
790000.0,1.7367787,1.9883419
800000.0,1.7698538,1.9650307
810000.0,1.7818018,1.8035045
820000.0,1.8876079,1.8489082
830000.0,1.7208127,2.0300784
840000.0,1.7857996,2.0277805
850000.0,1.7246704,1.8955805
860000.0,1.8037343,1.8535676
870000.0,1.7133735,1.7877929
880000.0,1.7954869,2.0090234
890000.0,1.7920071,1.8205862
900000.0,1.7833923,1.8621707
910000.0,1.7798206,2.0641294
920000.0,1.7694433,1.8571457
930000.0,1.8078068,1.7840589
940000.0,1.6895542,1.8151762
950000.0,1.7478491,1.9049104
960000.0,1.7780077,1.7707399
970000.0,1.7993107,1.7274274
980000.0,1.7043421,1.7906806
990000.0,1.7072607,1.9166229
1000000.0,1.623478,1.7665603
1010000.0,1.7324452,1.8598264
1020000.0,1.7045436,1.7664748
1030000.0,1.6742337,1.8175362
1040000.0,1.7101188,1.6368669
1050000.0,1.818172,1.7575614
1060000.0,1.6408198,1.73049
1070000.0,1.6460577,1.7438166
1080000.0,1.6103605,1.7291617
1090000.0,1.5759574,1.7675614
1100000.0,1.6651514,1.7377712
1110000.0,1.6102105,1.6787115
1120000.0,1.5999625,1.6795629
1130000.0,1.6799291,1.654555
1140000.0,1.6336218,1.8137387
1150000.0,1.6499826,1.7343826
1160000.0,1.5985137,1.8224084
1170000.0,1.570875,1.739361
1180000.0,1.6107392,1.727142
1190000.0,1.5797801,1.7686065
1200000.0,1.6560191,1.7040011
1210000.0,1.6348594,1.6823934
1220000.0,1.5897064,1.6485031
1230000.0,1.595821,1.6447669
1240000.0,1.6082884,1.6783776
1250000.0,1.5649692,1.788036
1260000.0,1.5682493,1.6573203
1270000.0,1.6150793,1.6631589
1280000.0,1.6601497,1.62372
1290000.0,1.6032394,1.697187
1300000.0,1.5725261,1.704949
1310000.0,1.494664,1.7395915
1320000.0,1.5409619,1.6726136
1330000.0,1.5442835,1.7398224
1340000.0,1.6304648,1.7097389
1350000.0,1.6260962,1.6144891
1360000.0,1.6199778,1.6633581
1370000.0,1.6067753,1.842328
1380000.0,1.6150453,1.6683742
1390000.0,1.5476176,1.7095561
1400000.0,1.6359007,1.66458
1410000.0,1.6367917,1.8018807
1420000.0,1.5520161,1.6999874
1430000.0,1.4644284,1.5883305
1440000.0,1.5461918,1.5872669
1450000.0,1.5349225,1.6363035
1460000.0,1.5207275,1.6778038
1470000.0,1.5740967,1.6594957
1480000.0,1.5209107,1.5717442
1490000.0,1.4967428,1.5693527
1500000.0,1.61183,1.5425106
1510000.0,1.5314658,1.7709135
1520000.0,1.6059617,1.6644299
1530000.0,1.5068923,1.6060945
1540000.0,1.4751152,1.6678741
1550000.0,1.5214261,1.6745486
1560000.0,1.6453727,1.5969241
1570000.0,1.5957277,1.5170121
1580000.0,1.5956645,1.6310339
1590000.0,1.5474408,1.6461527
1600000.0,1.5815884,1.6369221
1610000.0,1.555773,1.6657879
1620000.0,1.5699166,1.5955304
1630000.0,1.5356456,1.6013908
1640000.0,1.4501703,1.6091194
1650000.0,1.5161201,1.6057359
1660000.0,1.6085441,1.5011472
1670000.0,1.4782612,1.6021698
1680000.0,1.6001321,1.6102761
1690000.0,1.5568916,1.4658718
1700000.0,1.5367912,1.6235905
1710000.0,1.5490468,1.6739291
1720000.0,1.4396989,1.6114384
1730000.0,1.4599382,1.5616837
1740000.0,1.4504466,1.5208318
1750000.0,1.4948137,1.5900499
1760000.0,1.5368333,1.6321901
1770000.0,1.4319987,1.5524921
1780000.0,1.4684498,1.5421196
1790000.0,1.5561877,1.5496118
1800000.0,1.4823014,1.56594
1810000.0,1.4941348,1.6660762
1820000.0,1.4940573,1.5151271
1830000.0,1.5868413,1.5454199
1840000.0,1.4963293,1.5937868
1850000.0,1.4561917,1.5360004
1860000.0,1.4545288,1.5752337
1870000.0,1.5679884,1.5561123
1880000.0,1.4582611,1.5250015
1890000.0,1.5459911,1.5682648
1900000.0,1.5181718,1.5981259
1910000.0,1.5102099,1.496114
1920000.0,1.5283288,1.4850918
1930000.0,1.5216522,1.4903467
1940000.0,1.5107144,1.5090318
1950000.0,1.4780188,1.5798247
1960000.0,1.5915163,1.5991528
1970000.0,1.5905974,1.6074911
1980000.0,1.4851941,1.5501422
1990000.0,1.4852047,1.6677203
2000000.0,1.4809996,1.5635017
